Divison,Police Station,Date of Occurrence of the Mugging Incident  (YY/MM/DD),Time of Occurrence,Month,Day,Time,Place of Occurrence of the mugging incident,The way in which mugging was done and property looted,Type of Place,Latitude,Longitute,Date of Report,Victim's Gender,Victim's AGE ,"Type of the 
Vehicle used by the assailants
( 2/3/4 wheeler/Walk)",Vehicle model as identified by the Victim,Vehicle Colour as reported by the victim,Vehicle Number as reported by the victim,Whether CC TV Footage is available ? (Yes/No),Whether the accused was wearing a Helmet or not (Yes/No),Whether the FIR has been Detected/ Undetected ?,,,
WEST,Basaveshwara Nagar PS,05.06.2014,11:00:00,June,Thursday,09:00-12:00,"NEAR BMP PARK,  VLS SCHOOL, SARADHA COLONY, BASAVESWARANAGAR",Snatching while on the move (Accused on bike) from front,"Near a Park, Walking route",12.98991013,77.53556934,06.05.2014,Female,65,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,18.05.2015,12:00:00,May,Monday,09:00-12:00," No.225, 7th Cross, Behind Govt
School, Bilikallu,Ullala road, Byadarahalli , Bengaluru",Accused was on foot,Other Places,12.98968973,77.50523342,18.05.2015,Female,25,By Walk,No,No,No,Yes,No,Undetected,,,
WEST,Basaveshwara Nagar PS,25.11.2014, 10:20:00,November,Thursday,09:00-12:00,"Behind Ganesh Temple, 1st J Cross, Sharada Colony,
Basaveshwaranagar,Bangalore city , Karnataka, 560079",Snatching while on the move (Accused on bike) from back,"Near Temples, Masque, Church Etc",12.98922184,77.53389017,25.11.2014,Female,62,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,12.12.2014,21:50:00,December,Friday,21:00-00:00,"2ND C CROSS, 3RD STAGE, 3RD BLOCK, BASAVESWARANAGAR",By other techniques ,On a main road,12.9886228,77.53766764,12.12.2014,Female,22,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,05.12.2014,11:00:00,December,Friday,09:00-12:00,"Near House No.344, 5th Main, BMEL Layout,Bangalore city , Karnataka,
560079",Snatching while on the move (Accused on bike) from back,On Side Road,12.98833318,77.53754582,12.05.2014,Female,39,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,21.05.2015,05:20:00,May,Thursday,15:00-18:00," No.94, 8th Main, 6th Phase, 1st Stage,,Mahaganap
athinagar, Bengaluru",Attention diversion by indulging in small talk,On Side Road,12.98689898,77.54785257,21.05.2015,Female,40,2 Wheeler,Honda Activa,Black,No,No ,Yes,Detected,,,
WEST,Basaveshwara Nagar PS,13.03.2015,18:30:00,March,Friday,18:00-21:00,"In 6th Main Road, Mahaganapathinagar, Basaveshwaranagar, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.98664513,77.5459469,13.03.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,05.06.2014,11:00:00,June,Thursday,09:00-12:00,"NO HIG 09, 1ST A MAIN, 1ST A CROSS, KHB COLONY, BASAVESHWARANAGARA, BANAGALORE-79",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.98651291,77.53415498,07.09.2014,Female,50,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,24.12.2014,18:30:00,December,Wednesday,18:00-21:00,"Near Dr|| Bhojaraj House, 4th A Cross, R.P.C. Layout, Vijayanagar, Bangalore.",Snatching by walk & escaping with bike,In-front of Victims house,12.98549575,77.51337048,24.12.2014,Female,50,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,19.01.2015, 19:30:00,January,Monday,18:00-21:00,"2nd cross, Rajanna's house Galli, Hoysalanagar,, Sunkadakatte, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.98480685,77.53345138,09.09.2014,Female,40,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kamakshipalya PS,11.06.2015, 08:00:00,June,Thursday,06:00-09:00,"3rd Main road junction, KHB Colony, 1st stage, Basaveshwara Nagara, Bengaluru-79",Snatching while on the move (Accused on bike) from front,On Side Road,12.98393514,77.53504279,11.06.2015,Female,65,2 Wheeler,Bajaj Pulsar,Black,No,Yes,Yes,Undetected,,,
WEST,Kamakshipalya PS,03.04.2015,19:00:00,April,Tuesday,18:00-21:00,"Near KHB Colony Park, Basaveshwara Nagar, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.98345678,77.53546594,04.03.2015,Female,65,2 Wheeler,YAMAHA,Red,KA-02-HR-4856,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,01.06.2014,20:30:00,June,Sunday ,18:00-21:00,SUMMANAHALLI GARMINTS ,Snatching with threat of assault,Other Places,12.98337033,77.51814651,06.01.2014,Female,30,By Walk,No,No,No,No ,No,Detected,,,
WEST,Magadi Road PS,27.07.2014,16:45:00,June,Friday,15:00-18:00,"NO.466, 64th CROSS, RAJAJINAGARA, 5TH BLOCK, BANGALORE.10",Snatching by walk & escaping with bike,In-front of Victims house,12.9831351,77.55235128,27.07.2014,Female,68,2 Wheeler,Bajaj Pulsar,Black,KA-05-HH-6738,No ,No,Detected,,,
WEST,Kamakshipalya PS,20.11.2014,20:30:00,November,thursday,18:00-21:00,"NEAR KOTHI CRCALE, 2ND CROOS, 2ND MAIN, SAJJEPALYA, BANAGALORE-91",Snatching while on the move (Accused on bike) from back,On Side Road,12.98286496,77.51495262,20.11.2014,Female,52,2 Wheeler,Bajaj Pulsar,Red,No,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,11.06.2015, 07:10:00,June,Thursday,06:00-09:00,"No.12/B, Astagrama Layout, Opposite Nalanda Co-operative Bank, Magadi Main road, Kamakshipalya, Bengaluru-79",Snatching by walk & escaping with bike,In-front of Victims house,12.98282628,77.53321764,11.06.2015,Female,65,2 Wheeler,Bajaj Pulsar,Black,No,Yes,Yes,Undetected,,,
WEST,Magadi Road PS,26.12.2014, 10:20:00,December,Friday,09:00-12:00,"INFRONT OF HOUSE NO.990, 67TH A CROSS, RAJAJI NGARA, 5TH BLACK, BENGALURU",Snatching by walk & escaping with bike,On Side Road,12.98195288,77.55528208,26.12.2014,Female,33,2 Wheeler,Bajaj Pulsar,Red ,KA-02-ES-8966,No ,No,Detected,,,
WEST,Kamakshipalya PS,07.12.2014,21:00:00,December,Sunday,18:00-21:00,"VIKRANTHA HOTEL BACK ROAD, INDUSTRIAL TOWN, RAJAJINAGARA, BANAGALORE-79",By other techniques ,Other Places,12.98116439,77.54754746,12.08.2014,Female,40,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Kamakshipalya PS,08.12.2014,11:00:00,December,Monday,09:00-12:00,"GORI SHNANKAR KALYANAMANTHAPA ROAD, WEST OFF CARD ROAD, RAJAJINAGARA, INDUSTRAL TOWN, BANAGALORE-79",Snatching while on the move (Accused on bike) from back,Other Places,12.98100963,77.54795508,12.08.2014,Female,30,2 Wheeler,YAMAHA,Black,No,No ,Yes,Undetected,,,
WEST,Kamakshipalya PS,17.04.2015,12:45:00,April,Tuesday,12:00-15:00,"Service road, near Mangala under pass, outer ring road,
Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.98079253,77.5163557,17.04.2015,Female,52,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Undetected,,,
WEST,Kamakshipalya PS,09.07.2014,18:30:00,July,Wednesday,18:00-21:00,"SYNDCET BANK COLONY MAIN ROAD, KAMAKSHIPALYA, BANAGALORE-79",Snatching while on the move (Accused on bike) from front,On a main road,12.98069012,77.53183988,07.09.2014,Female,43,2 Wheeler,Honda Activa,Black,No,No ,Yes,Detected,,,
WEST,Kamakshipalya PS,09.11.2014, 19:15:00,November,Sunday,18:00-21:00,"BACK PADMAVATHI KALLYANA MANTHAPA, KEB TRANCPAR MAR, INDUTRIAL TOWN, RAJAJINAGARA, BANAGALORE-79",Snatching while on the move (Accused on bike) from front,"Near Temples, Masque, Church Etc",12.98014621,77.54813013,11.09.2014,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Jnanabharathi PS,24.12.2014,18:30:00,December,Wednesday,18:00-21:00,"NO.33,3RD MAIN, ANNAPOORANESHWARI NAGAR BANGALORE-72",Snatching by walk & escaping with bike,In-front of Victims house,12.97911862,77.50685669,24.12.2014,Female,45,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kamakshipalya PS,07.01.2015, 09:30:00,January,Wednesday,09:00-12:00,"No 26, 12th B Cross, 2nd Main Road, Agrahara Dasarahalli, Bangalore",Snatching by walk & escaping with bike,In-front of Victims house,12.97904068,77.54441146,01.07.2015,Female,55,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Vijayanagar PS,24.12.2014,12:20:00,December,Wednesday,12:00-15:00,"8th Cross, Govindarajanagar, Vijayanagar, Bangalore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.97885309,77.53876496,24.12.2014,Female,56,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,26.05.2014, 15:00:00,May,Thursday,12:00-15:00,"no.555, A block, 1st cross, RHCS layout, SG kaval, Bengaluru",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.97876515,77.50657757,24.01.2015,Female,50,2 Wheeler,Bajaj Pulsar,No,No,No ,No,Undetected,,,
WEST,Vijayanagar PS,10.11.2014,02:30:00,November,Monday,12:00-15:00,"Infront House No.144, 4th A Main Road, 9th Cross, Govindarajanagara, Bangalore city",Snatching by walk & escaping with Car,In-front of Victims house,12.97868363,77.5391183,11.10.2014,female,35,4 Wheeler,Maruti 800 car,white ,No,No ,No,Undetected,,,
WEST,Kamakshipalya PS,12.04.2015,21:15:00,April,Thursday,21:00-00:00,"In front of Gowrishankar Mahal, Service Road,, Rajajinagar Indl Area,, Bengaluru",Snatching while on the move (Accused on bike) from front,Other Places,12.9786073,77.54863708,04.12.2015,Female,42,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Undetected,,,
WEST,Kamakshipalya PS,11.03.2015,22:00:00,March,Wednesday,21:00-00:00,"In front of Nagadevaki Kalyana Mantapa,, Service Road, Rajajinagagar Industrial
Area, Bengaluru",Snatching while on the move (Accused on bike) from front,"In Isolated areas (Othrethan main road, Side road)",12.97851416,77.54866617,03.11.2015,Female,26,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,23.02.2015,11:00:00,February,Monday,09:00-12:00,"in front of Door No.465, 11th cross,, Annaporneswarinagar, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.97833392,77.50706976,23.02.2015,Male,65,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,11.08.2014,08:30:00,June,Wednesday,06:00-09:00,"infront of NO.154, 2nd Cross, 5th Block, Nagarabhavi 2nd Stage, Bangalore",Snatching by walk & escaping with bike,In-front of Victims house,12.97786076,77.5110124,08.11.2014,Female,63,2 Wheeler,Bajaj Pulsar,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,17.10.2014, 06:00:00,October,Friday,06:00-09:00,"Infront of Masque, Corporation Colony, Govindarajanagara, Bangalore city",Snatching while on the move (Accused on bike) from back,On Side Road,12.977655,77.53505734,17.10.2014,Female,63,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Cottonpet PS,24.06.2015,20:40:00.,June,Wednesday,18:00-21:00,BMTC Service road,Accused was on foot,On a main road,12.97753174,77.57091661,11.12.2014,Female,40,By Walk,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,24.12.2014,18:55:00,December,Wednesday,18:00-21:00,"10TH Cross,RAMAKRISHNAPPA LAYOUT, Nagarabhavi, Bangalore-91",Snatching by walk & escaping with bike,In-front of Victims house,12.97743862,77.51664977,24.12.2014,Female,30,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,04.09.2014,12:30:00,September,Thursday,12:00-15:00,"In front Of No 45, 2nd Main, 5th Cross, Annapurneshwari Nagar, Bangalore",Snatching by walk & escaping with bike,Other Places,12.97704183,77.50876416,09.04.2014,Female,36,2 Wheeler,Honda Activa,No,KA-01-EV-2449,No ,No,Detected,,,
WEST,Vijayanagar PS,24.12.2014,12:00:00,December,Wednesday,09:00-12:00,"11th Cross, Prashanthanagar, Vijayanagar, Bangalore.",Snatching by walk & escaping with bike,In-front of Victims house,12.97647598,77.53196623,24.12.2014,Female,68,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,26.11.2014,22:45:00,November,Wednesday,21:00-00:00,"Near Alahabhad Bank, Ravi jim Road,Nagarbhavi 2nd Stage bng-72",Snatching while on the move (Accused on bike) from back,On a main road,12.97451721,77.50958029,26.11.2014,Female,25,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,11.10.2014,18:00:00,October,Saturday,15:00-18:00,"Infront of House No.29, 4th Cross, Amarajyothinagar, Bangalore city ",Snatching while on the move (Accused on bike) from back,On Side Road,12.97445091,77.52994659,10.11.2014,Female,73,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,08.06.2015, 16:10:00,June,Monday,15:00-18:00,"Near M.C Layout Park, M.C Layout, Vijayanagar, Bengaluru city, Karnataka,
560040",Snatching while on the move (Accused on bike) from back,On Side Road,12.97427342,77.53430238,08.06.2015,Female,73,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,17.08.2014,13:30:00,June,Monday,12:00-15:00,"No.217, 2nd B Cross, 7th Block, 2nd Stage, Nagarabhavi, Bangalroe",Accused was on foot,On Side Road,12.97408966,77.51338911,17.08.2014,Female,65,3 wheeler,Auto Rikshaw,No,KA-41-A-932,No ,No,Detected,,,
WEST,Jnanabharathi PS,17.08.2014,13:30:00,June,Monday,12:00-15:00,"No.217, 2nd B Cross, 7th Block, 2nd Stage, Nagarabhavi, Bangalroe",Accused was on foot,On Side Road,12.97408966,77.51338911,17.08.2014,Female,65,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,17.08.2014,13:30:00,June,Monday,12:00-15:00,"No.217, 2nd B Cross, 7th Block, 2nd Stage, Nagarabhavi, Bangalroe",Accused was on foot,On Side Road,12.97408966,77.51338911,17.08.2014,Female,65,3 wheeler,Auto Rikshaw,Black,KA-41-A-932,No ,No,Detected,,,
WEST,Magadi Road PS,05.08.2014,16:45:00,August,Thursday,15:00-18:00,NEAR JINKE PARK  VIDYARANYA NAGAR   MAGADIROAD  BANGALORE-23,Snatching by walk & escaping with bike,On Side Road,12.97387501,77.54748379,08.05.2014,Female,40,2 Wheeler,Bajaj Pulsar,Black,KA-05-HH-6738,No ,No,Detected,,,
WEST,Vijayanagar PS,07.06.2014,13:45:00,June,Saturday,12:00-15:00,"1st Cross, Central Exeise Lyaout, Vijayanagara,Bangalore City",Snatching while on the move (Accused on bike) from back,On Side Road,12.97283401,77.53334955,06.07.2014,Female,38,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,05.09.2014,06:20:00,September,Friday,06:00-09:00,"Near Venkataramana Swamy Temple, 3rd Cross, Kaveri Layout, Nagarabhavi Main Road, Bangalore city,",Snatching while on the move (Accused on bike) from front,On Side Road,12.97220213,77.52807348,09.05.2014,Female,56,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,29.09.2014,14:40:00,September,Monday,12:00-15:00,"No. 20,11th cross,1st A main, NGEF letout Nagarabhavi 2nd stage Bng-72",Snatching with threat of assault,On Side Road,12.97193119,77.49492475,29.09.2014,Female,40,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,31.03.2015,21:00:00,March,Tuesday,18:00-21:00,"No.412, 9th cross, 6th block Nagarabhavi 2nd stage, Annaporaneswari Nagar,
Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.97167564,77.49438693,31.03.2015,Male,65,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Detected,,,
WEST,Vijayanagar PS,03.07.2014,11:15:00,June,Tuesday,09:00-12:00,"6th Cross, Saraswathinagara,Vijayanagara, Bangalore City",Snatching while on the move (Accused on bike) from front,On Side Road,12.97160381,77.5305821,07.03.2014,Female,70,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,11.07.2014,15:00:00,June,Wednesday,12:00-15:00,"No.271, 2nd G Main, 11th Block, Nagarabhavi 2nd stage, Bangalore.",Snatching with threat of assault,On Side Road,12.97050043,77.51046385,12.07.2014,Female,40,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Detected,,,
WEST,Vijayanagar PS,27.10.2014,06:25:00,October,Monday,06:00-09:00,"Near JP park, 2nd cross road, Vijayanagar, Bangalore city",Snatching while on the move (Accused on bike) from front,On Side Road,12.97030665,77.54474902,27.10.2014,Female,47,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Cottonpet PS,27.07.2014,19:40:00,June,Friday,18:00-21:00,Near Shanimahatma Tempal  Binnimil Cercal Cottonpet Banglore,Snatching while on the move (Accused on bike) from back,On a main road,12.97015991,77.5671031,27.07.2014,Female,58,2 Wheeler,Honda Activa,No,No,No ,No,Detected,,,
WEST,Cottonpet PS,02.08.2014,14:00:00,June,Monday,12:00-15:00,"K P Agrahara Railway Near Station, Binni Mill Cercal, Cottonpet,  Banglore",Accused was on foot,On a main road,12.96957771,77.56546306,08.02.2014,Female,19,By Walk,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,29.08.2014,13:00:00,August,Friday,12:00-15:00,"Near Gate, House No.64, 3rd Main Road, Vinayaka Layout, Vijayanagara, Bangalore city.",Snatching by walk & escaping with bike,In-front of Victims house,12.96949157,77.52961729,29.08.2014,Female,30,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,30.06.2015,11:20:00,June,Tuesday,09:00-12:00,"Infront of House No. 56, 2nd Main road, 3rd Cross, road, Vinayaka Layout,
Vijayanagar, Bengaluru city, Karnataka, 560040",Snatching by walk & escaping with bike,In-front of Victims house,12.96886841,77.53020226,30.06.2015,Female,55,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Chickpet PS,20.08.2014,08:40:00,August,Wednesday,06:00-09:00,"Infront Of Sridhar Textiles Shop, Devatha Market, Chickpet Main Road, Chickpet, Bangalore city, Karnataka, 560053",Accused was on foot,"In Isolated areas (Othrethan main road, Side road)",12.9687233,77.57730416,20.08.2014,Female,35,By Walk,No,No,No,No ,No,Detected,,,
WEST,Chandra Layout PS,11.06.2015, 07:15:00,June,Thursday,06:00-09:00,"No.245, 4th Cross, Nagarabhavi 2nd Block, 1st Stage, Kalyananagara, BDA Layout, Bangalore. ",Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.96848443,77.51907826,11.06.2015,Female,72,2 Wheeler,No,No,No,No ,Yes,Undetected,,,
WEST,Jnanabharathi PS,05.12.2014,11:45:00,December,Friday,09:00-12:00,NO.348 HOUSE OPP.RAVI JIM ROAD 7 TH BLOCK NAGARABHAVI,Snatching by walk & escaping with bike,In-front of Victims house,12.96841918,77.50692861,12.05.2014,Female,68,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,06.11.2014,07:20:00,November,Thursday,06:00-09:00,Shreegiri Gangamma garden malagala main road Nagarbhavi Bng-,Snatching with assault,"Near a Park, Walking route",12.96793675,77.51432732,11.06.2014,Female,29,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,15.01.2015,18:50:00,January,Thursday,18:00-21:00,"No 585, 2nd Main, RHCS Layout,, Annapoorneshwari Nagar, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.96776639,77.50550074,15.01.2015,Female,70,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,24.07.2014,06:30:00,June,Tuesday,06:00-09:00,"Agro West Shop, ITI Lay out Main Road, Kengunte, Bangalore.",Snatching by walk & escaping with bike,On Side Road,12.9677408,77.50329348,24.07.2014,Female,71,2 Wheeler,TVS Appachi,Black,TN-48-F-9578 ,No ,No,Detected,,,
WEST,Jnanabharathi PS,10.02.2015,08:10:00,February,Tuesday,06:00-09:00,"1st main, 3rd cross,, KK Layout, Papareddypalya, Bengaluru",Snatching while on the move (Accused on bike) from back,"Near School, College Etc (Where victim had gone to drop off / pick up child)",12.96601058,77.50406656,02.10.2015,Female,56,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,20.03.2015,08:20:00,March,Friday,06:00-09:00,"in front of Door No.64, 12 th Main, 9th black, 2nd stage Nagarabhavi Bangalore,
Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.9659395,77.51742935,20.03.2015,female,55,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,11.07.2014,12:10:00,June,Wednesday,12:00-15:00,"2nd Main, 2nd Cross Junction, MPM Lay out, Kengunte, Bangalore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.96583573,77.50296205,11.07.2014,Female,65,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Vijayanagar PS,05.06.2014,11:30:00,June,Thursday,09:00-12:00,"8TH CROSS ROAD, 3RD MAIN ROAD,R.P.C. LAYOUT, VIJAYANAGAR 2ND STAGE,Bangalore City.",Snatching while on the move (Accused on bike) from back,On Side Road,12.96547361,77.54022046,06.05.2014,Female,67,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Chandra Layout PS,04.09.2014,12:30:00.,September,Thursday,12:00-15:00,"Opp. H.No.204, 2nd Cross, 7th Main Road, Canara Bank Colony, Nagarabhavi, Bangalore-72",Snatching by walk & escaping with bike,In-front of Victims house,12.96491615,77.52464211,09.04.2014,Female,70,2 Wheeler,SUZUKI SAMURAI,GREEN,No,No ,Yes,Detected,,,
WEST,Chandra Layout PS,04.09.2014,12:30:00.,September,Thursday,12:00-15:00,"Opp. H.No.204, 2nd Cross, 7th Main Road, Canara Bank Colony, Nagarabhavi, Bangalore-72",Snatching by walk & escaping with bike,In-front of Victims house,12.96491615,77.52464211,09.04.2014,Female,70,2 Wheeler,No,No,No,No ,Yes,Detected,,,
WEST,Chandra Layout PS,02.06.2015,20:00:00,June,Tuesday,18:00-21:00,"Infront of House No.09, 9th B Cross, 4th Main, Byraweshwara nagara, Bangalore. ",Snatching by walk & escaping with bike,In-front of Victims house,12.96406809,77.52075071,23.08.2014,Female,20,2 Wheeler,No,Black,No,No ,No,Detected,,,
WEST,Chandra Layout PS,02.06.2015,20:00:00,June,Tuesday,18:00-21:00,"Infront of House No.09, 9th B Cross, 4th Main, Byraweshwara nagara, Bangalore. ",Snatching by walk & escaping with bike,In-front of Victims house,12.96406809,77.52075071,07.09.2014,Female,20,2 Wheeler,No,Black,No,No ,No,Detected,,,
WEST,Chandra Layout PS,30.06.2015,10:30:00,June,Thursday,09:00-12:00,"No-79, 5th Cross,Canarabank Colony, Nagarabhavi Road, Bangalore-72 ",Snatching by walk & escaping with bike,In-front of Victims house,12.96277603,77.52535087,30.06.2015,Female,70,2 Wheeler,No,No,No,No ,Yes,Undetected,,,
WEST,Vijayanagar PS,12.11.2014,16:45:00,November,Wednesday,15:00-18:00,"No.2663/1, 6th B Main Road, Sweeming Pool Backside, RPCLayout, Vijayanagar, Bangalore city,",Snatching by walk & escaping with bike,Other Places,12.96266831,77.53833594,11.12.2014,Female,55,By Walk,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,12.11.2014,16:45:00,November,Thursday,15:00-18:00,"No.2663/1, 6th B Main Road, Sweeming Pool Backside, RPCLayout, Vijayanagar, Bangalore city,",Snatching by walk & escaping with bike,Other Places,12.96266831,77.53833594,11.12.2014,Female,55,By Walk,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,05.09.2014,19:40:00,September,Friday,18:00-21:00,"Cocanut Garden, Nagarabhavi Main Road, Bangalore",Snatching while on the move (Accused on bike) from back,On Side Road,12.96190997,77.51687815,09.05.2014,Female,33,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Undetected,,,
WEST,Kalasipalya PS,16.05.2015,18:15:00,May,saturday,18:00-21:00,"NEAR PUBLIC TOILET, KALASIPALYA BUS STAND, BENGALURU",Accused was on foot,On a main road,12.9609454,77.57690285,07.10.2014,Female,32,By Walk,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,24.12.2014,19:15:00,December,Wednesday,18:00-21:00,"2MAIN,6TH CROSS, COCONUTE GARDEN NAGARABHAVI BANGALORE-72",Snatching while on the move (Accused on bike) from back,On Side Road,12.96078028,77.51858474,24.12.2014,Female,45,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,13.05.2015,08:00:00,May,Wednesday,06:00-09:00,"in front of Door No.86, 3rd main, 4th Cross, 9th Block, Nagarabavi,
Vinayakalayout,, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.9606903,77.50985529,13.05.2015,Female,50,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,19.12.2014,15:20:00,December,friday,15:00-18:00,"3rd Main, 1st Cross, Yashashwini Layyout, Mallathahalli Bng",Snatching while on the move (Accused on bike) from back,On Side Road,12.96022236,77.51169933,19.12.2014,Female,50,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Chandra Layout PS,22.02.2015,15:00:00,February,sunday,12:00-15:00,"Near Skyline City Apartment, infornt of House No.905,, 1st Main, 1st Cross,
Nisargalayout, Bengaluru  560072",Snatching with threat of assault,On Side Road,12.95950615,77.52492343,22.02.2015,Female,57,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,24.12.2014,17:00:00,December,Wednesday,15:00-18:00," NO.33,5TH MAIN, 12TH BLOCK, NAGARABHAVI  BANGALORE-72",Snatching while on the move (Accused on bike) from back,On Side Road,12.95941932,77.51304323,24.12.2014,Female,75,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,08.06.2014,13:10:00,June,Sunday,12:00-15:00,"No.36, 5th Main, 12th Block, Nagarabhavi 2nd stage, Bangalore.",Snatching by walk & escaping with bike,In-front of Victims house,12.95918264,77.51358813,06.08.2014,Female,58,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Undetected,,,
WEST,Jnanabharathi PS,15.04.2014,12:00:00,June,Sunday,09:00-12:00,"No.232, 12th Block, Nagarabhavi 2nd stage, Nagarabhavi, Bangalore",Snatching by walk & escaping with bike,In-front of Victims house,12.95908936,77.5143324,13.06.2014,Male,26,2 Wheeler,TVS Victor,Meroon,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,10.07.2014,15:00:00,June,Tuesday,12:00-15:00,"No.26, 3rd Cross, 10th Main, NGEf Lay out, Nagarabhavi, Bangalore.",Snatching by walk & escaping with bike,On Side Road,12.95897562,77.50865955,07.10.2014,Female,40,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,10.07.2014,15:00:00,June,Tuesday,12:00-15:00,"No.26, 3rd Cross, 10th Main, NGEf Lay out, Nagarabhavi, Bangalore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.95897562,77.50865955,07.10.2014,Female,40,2 Wheeler,No,No,No,No ,No,Detected,,,
